ac_id; cust_id; start_datetime; nhours
1;0;'2012-09-12 10:00:00';3
1;14;'2012-09-12 12:00:00';3
1;11;'2012-09-12 13:30:00';3
1;0;'2012-09-12 15:00:00';6
1;10;'2012-09-12 18:30:00';3
2;24;'2012-09-12 08:00:00';3
2;12;'2012-09-12 09:30:00';3
2;9;'2012-09-12 11:00:00';3
2;13;'2012-09-12 14:30:00';3
2;9;'2012-09-12 16:00:00';3
2;2;'2012-09-12 17:30:00';6
3;15;'2012-09-12 09:00:00';2
3;20;'2012-09-12 12:30:00';2
3;10;'2012-09-12 13:30:00';2
3;3;'2012-09-12 14:30:00';2
3;16;'2012-09-12 15:30:00';2
3;0;'2012-09-12 19:00:00';2
4;16;'2012-09-12 08:00:00';2
4;0;'2012-09-12 09:00:00';2
4;0;'2012-09-12 10:30:00';2
4;13;'2012-09-12 11:30:00';2
4;0;'2012-09-12 12:30:00';4
4;16;'2012-09-12 14:30:00';2
4;0;'2012-09-12 15:30:00';2
4;3;'2012-09-12 16:30:00';2
4;1;'2012-09-12 17:30:00';2
4;7;'2012-09-12 19:00:00';2
5;0;'2012-09-12 16:30:00';2
6;0;'2012-09-12 08:30:00';4
6;0;'2012-09-12 11:00:00';6
6;24;'2012-09-12 14:00:00';2
6;0;'2012-09-12 15:00:00';4
6;0;'2012-09-12 17:30:00';4
7;5;'2012-09-12 08:30:00';2
7;4;'2012-09-12 09:30:00';2
7;15;'2012-09-12 10:30:00';2
7;24;'2012-09-12 13:00:00';2
7;7;'2012-09-12 15:30:00';2
7;22;'2012-09-12 17:30:00';2
8;1;'2012-09-12 10:00:00';1
8;16;'2012-09-12 11:00:00';1
8;3;'2012-09-12 11:30:00';1
8;16;'2012-09-12 12:00:00';1
8;21;'2012-09-12 12:30:00';2
8;1;'2012-09-12 13:30:00';1
8;5;'2012-09-12 14:00:00';1
8;2;'2012-09-12 14:30:00';1
8;22;'2012-09-12 15:30:00';1
8;3;'2012-09-12 16:00:00';1
8;4;'2012-09-12 18:00:00';1
8;21;'2012-09-12 18:30:00';2
0;5;'2012-09-13 09:00:00';3
0;0;'2012-09-13 10:30:00';6
0;7;'2012-09-13 13:30:00';3
0;10;'2012-09-13 16:00:00';3
0;0;'2012-09-13 17:30:00';6
1;8;'2012-09-13 08:30:00';3
1;11;'2012-09-13 10:30:00';3
1;0;'2012-09-13 12:00:00';6
1;12;'2012-09-13 15:00:00';3
1;8;'2012-09-13 16:30:00';3
1;24;'2012-09-13 18:30:00';3
2;11;'2012-09-13 08:00:00';3
2;1;'2012-09-13 09:30:00';3
2;2;'2012-09-13 11:00:00';3
2;10;'2012-09-13 13:00:00';3
2;15;'2012-09-13 14:30:00';3
2;21;'2012-09-13 16:30:00';3
2;11;'2012-09-13 18:00:00';3
3;16;'2012-09-13 08:00:00';2
3;3;'2012-09-13 09:00:00';2
3;17;'2012-09-13 10:00:00';2
3;22;'2012-09-13 11:30:00';2
3;24;'2012-09-13 13:00:00';2
3;3;'2012-09-13 14:00:00';2
3;11;'2012-09-13 16:00:00';2
3;3;'2012-09-13 17:30:00';2
3;17;'2012-09-13 18:30:00';2
3;4;'2012-09-13 19:30:00';2
4;7;'2012-09-13 08:00:00';2
4;20;'2012-09-13 09:00:00';2
4;6;'2012-09-13 10:30:00';2
4;5;'2012-09-13 11:30:00';2
4;21;'2012-09-13 12:30:00';2
4;20;'2012-09-13 14:00:00';2
4;9;'2012-09-13 15:30:00';2
4;20;'2012-09-13 17:00:00';2
4;0;'2012-09-13 18:00:00';2
4;5;'2012-09-13 19:00:00';2
5;0;'2012-09-13 08:30:00';2
5;0;'2012-09-13 16:00:00';2
5;0;'2012-09-13 19:00:00';2
6;12;'2012-09-13 09:00:00';2
6;0;'2012-09-13 10:30:00';14
6;0;'2012-09-13 18:00:00';2
6;6;'2012-09-13 19:30:00';2
7;14;'2012-09-13 08:00:00';2
7;4;'2012-09-13 09:30:00';2
7;17;'2012-09-13 12:30:00';2
7;5;'2012-09-13 13:30:00';2
7;4;'2012-09-13 14:30:00';2
7;15;'2012-09-13 17:00:00';2
7;0;'2012-09-13 18:00:00';2
7;9;'2012-09-13 19:00:00';2
8;20;'2012-09-13 08:00:00';1
8;15;'2012-09-13 09:00:00';1
8;21;'2012-09-13 09:30:00';1
8;21;'2012-09-13 10:30:00';1
8;16;'2012-09-13 11:00:00';1
8;21;'2012-09-13 11:30:00';1
8;0;'2012-09-13 12:00:00';1
8;24;'2012-09-13 12:30:00';1
8;3;'2012-09-13 13:30:00';1
8;16;'2012-09-13 14:30:00';1
8;21;'2012-09-13 15:00:00';1
8;21;'2012-09-13 16:00:00';1
8;16;'2012-09-13 18:00:00';1
8;21;'2012-09-13 18:30:00';1
8;0;'2012-09-13 19:00:00';1
8;21;'2012-09-13 19:30:00';1
8;15;'2012-09-13 20:00:00';1
0;6;'2012-09-14 08:00:00';3
0;17;'2012-09-14 10:00:00';3
0;5;'2012-09-14 12:30:00';3
0;3;'2012-09-14 14:00:00';3
0;0;'2012-09-14 16:00:00';3
0;26;'2012-09-14 17:30:00';3
0;0;'2012-09-14 19:00:00';3
1;11;'2012-09-14 08:00:00';6
1;8;'2012-09-14 11:00:00';6
1;0;'2012-09-14 14:00:00';3
1;0;'2012-09-14 17:00:00';6
2;1;'2012-09-14 08:00:00';3
2;21;'2012-09-14 11:00:00';3
2;1;'2012-09-14 13:00:00';3
2;5;'2012-09-14 16:00:00';3
2;9;'2012-09-14 18:00:00';3
3;15;'2012-09-14 08:30:00';2
3;16;'2012-09-14 11:00:00';2
3;20;'2012-09-14 12:30:00';2
3;21;'2012-09-14 18:30:00';2
4;14;'2012-09-14 08:00:00';2
4;0;'2012-09-14 09:00:00';2
4;13;'2012-09-14 11:00:00';2
4;9;'2012-09-14 12:00:00';2
4;0;'2012-09-14 13:00:00';2
4;13;'2012-09-14 14:00:00';4
4;0;'2012-09-14 16:00:00';2
4;6;'2012-09-14 18:00:00';2
4;20;'2012-09-14 19:00:00';2
5;15;'2012-09-14 09:30:00';2
5;0;'2012-09-14 11:00:00';4
6;12;'2012-09-14 08:30:00';2
6;0;'2012-09-14 09:30:00';4
6;0;'2012-09-14 12:30:00';2
6;16;'2012-09-14 14:00:00';2
6;0;'2012-09-14 15:00:00';2
6;12;'2012-09-14 16:00:00';2
6;17;'2012-09-14 17:30:00';2
7;10;'2012-09-14 08:30:00';2
7;24;'2012-09-14 12:00:00';2
7;9;'2012-09-14 13:30:00';2
7;21;'2012-09-14 16:30:00';2
7;24;'2012-09-14 18:00:00';2
8;3;'2012-09-14 08:00:00';1
8;16;'2012-09-14 08:30:00';1
8;2;'2012-09-14 09:00:00';1
8;21;'2012-09-14 09:30:00';1
8;3;'2012-09-14 10:00:00';1
8;9;'2012-09-14 10:30:00';1
8;3;'2012-09-14 11:00:00';2
8;20;'2012-09-14 12:00:00';1
8;21;'2012-09-14 13:00:00';1
8;16;'2012-09-14 13:30:00';1
8;24;'2012-09-14 14:00:00';1
8;20;'2012-09-14 15:00:00';1
8;22;'2012-09-14 15:30:00';1
8;16;'2012-09-14 16:00:00';1
8;3;'2012-09-14 16:30:00';1
8;15;'2012-09-14 17:00:00';1
8;16;'2012-09-14 17:30:00';2
8;11;'2012-09-14 19:00:00';1
8;2;'2012-09-14 19:30:00';1
0;0;'2012-09-15 08:00:00';12
0;11;'2012-09-15 14:00:00';3
0;7;'2012-09-15 16:30:00';3
0;17;'2012-09-15 18:00:00';3
1;10;'2012-09-15 08:00:00';3
1;11;'2012-09-15 10:00:00';3
1;24;'2012-09-15 13:00:00';6
1;12;'2012-09-15 16:00:00';3
2;0;'2012-09-15 08:00:00';3
2;1;'2012-09-15 10:30:00';3
2;0;'2012-09-15 12:00:00';3
2;14;'2012-09-15 13:30:00';3
2;26;'2012-09-15 15:30:00';3
2;0;'2012-09-15 17:30:00';3
3;1;'2012-09-15 08:00:00';2
3;14;'2012-09-15 09:30:00';2
3;22;'2012-09-15 10:30:00';2
3;21;'2012-09-15 11:30:00';2
3;20;'2012-09-15 12:30:00';2
3;3;'2012-09-15 14:30:00';2
3;11;'2012-09-15 15:30:00';2
3;0;'2012-09-15 17:30:00';2
3;11;'2012-09-15 19:30:00';2
4;13;'2012-09-15 08:00:00';2
4;0;'2012-09-15 09:00:00';2
4;17;'2012-09-15 10:00:00';2
4;3;'2012-09-15 11:00:00';2
4;0;'2012-09-15 12:00:00';8
4;24;'2012-09-15 16:00:00';2
4;16;'2012-09-15 17:00:00';4
4;14;'2012-09-15 19:00:00';2
5;0;'2012-09-15 12:30:00';2
6;0;'2012-09-15 08:00:00';2
6;0;'2012-09-15 09:30:00';4
6;11;'2012-09-15 11:30:00';2
6;22;'2012-09-15 12:30:00';2
6;12;'2012-09-15 14:00:00';2
6;1;'2012-09-15 15:00:00';2
6;4;'2012-09-15 16:00:00';2
6;15;'2012-09-15 17:30:00';2
6;0;'2012-09-15 18:30:00';4
7;17;'2012-09-15 08:30:00';2
7;2;'2012-09-15 09:30:00';2
7;8;'2012-09-15 10:30:00';2
7;15;'2012-09-15 13:00:00';2
7;22;'2012-09-15 14:00:00';2
7;13;'2012-09-15 15:00:00';2
7;10;'2012-09-15 16:00:00';2
7;13;'2012-09-15 19:30:00';2
8;21;'2012-09-15 08:00:00';1
8;16;'2012-09-15 08:30:00';1
8;15;'2012-09-15 09:00:00';1
8;16;'2012-09-15 09:30:00';1
8;15;'2012-09-15 10:30:00';1
8;16;'2012-09-15 11:00:00';2
8;3;'2012-09-15 12:00:00';1
8;21;'2012-09-15 12:30:00';2
8;6;'2012-09-15 13:30:00';1
8;15;'2012-09-15 15:00:00';1
8;6;'2012-09-15 15:30:00';1
8;21;'2012-09-15 16:30:00';1
8;21;'2012-09-15 19:00:00';1
8;3;'2012-09-15 19:30:00';1
0;0;'2012-09-16 08:00:00';9
0;11;'2012-09-16 12:30:00';3
0;6;'2012-09-16 14:00:00';3
0;0;'2012-09-16 15:30:00';3
0;24;'2012-09-16 17:00:00';3
0;10;'2012-09-16 18:30:00';3
1;8;'2012-09-16 08:00:00';3
1;0;'2012-09-16 09:30:00';6
1;16;'2012-09-16 12:30:00';3
1;8;'2012-09-16 14:00:00';3
1;12;'2012-09-16 15:30:00';3
1;0;'2012-09-16 17:30:00';6
2;2;'2012-09-16 08:30:00';3
2;1;'2012-09-16 10:30:00';3
2;12;'2012-09-16 12:00:00';3
2;21;'2012-09-16 13:30:00';3
2;7;'2012-09-16 15:30:00';3
2;21;'2012-09-16 17:00:00';3
2;21;'2012-09-16 19:00:00';3
3;1;'2012-09-16 09:00:00';2
3;14;'2012-09-16 10:00:00';2
3;0;'2012-09-16 13:00:00';2
3;22;'2012-09-16 16:30:00';2
3;16;'2012-09-16 17:30:00';2
3;15;'2012-09-16 18:30:00';2
4;1;'2012-09-16 08:00:00';2
4;0;'2012-09-16 09:00:00';2
4;8;'2012-09-16 10:00:00';4
4;13;'2012-09-16 12:00:00';4
4;3;'2012-09-16 14:00:00';4
4;0;'2012-09-16 16:00:00';2
4;0;'2012-09-16 17:30:00';4
4;14;'2012-09-16 19:30:00';2
5;22;'2012-09-16 08:30:00';2
6;11;'2012-09-16 08:00:00';2
6;0;'2012-09-16 09:00:00';2
6;12;'2012-09-16 10:30:00';2
6;2;'2012-09-16 12:00:00';2
6;10;'2012-09-16 13:30:00';2
6;0;'2012-09-16 14:30:00';4
6;0;'2012-09-16 17:30:00';6
7;10;'2012-09-16 08:30:00';2
7;10;'2012-09-16 10:30:00';2
7;9;'2012-09-16 11:30:00';2
7;15;'2012-09-16 12:30:00';2
7;13;'2012-09-16 14:00:00';2
7;8;'2012-09-16 15:30:00';2
7;27;'2012-09-16 16:30:00';2
7;27;'2012-09-16 19:00:00';2
8;21;'2012-09-16 09:30:00';1
8;3;'2012-09-16 10:30:00';2
8;21;'2012-09-16 12:00:00';1
8;27;'2012-09-16 13:30:00';1
8;16;'2012-09-16 14:30:00';1
8;21;'2012-09-16 15:00:00';1
8;27;'2012-09-16 15:30:00';1
8;16;'2012-09-16 16:30:00';1
8;3;'2012-09-16 17:00:00';1
8;3;'2012-09-16 18:00:00';1
8;2;'2012-09-16 19:00:00';1
8;3;'2012-09-16 20:00:00';1
0;22;'2012-09-17 08:00:00';3
0;0;'2012-09-17 09:30:00';3
0;13;'2012-09-17 11:00:00';3
0;7;'2012-09-17 14:00:00';3
0;0;'2012-09-17 16:30:00';3
0;26;'2012-09-17 18:00:00';3
1;8;'2012-09-17 08:30:00';3
1;9;'2012-09-17 10:00:00';3
1;0;'2012-09-17 11:30:00';3
1;0;'2012-09-17 13:30:00';3
1;8;'2012-09-17 16:00:00';3
1;9;'2012-09-17 17:30:00';3
1;8;'2012-09-17 19:00:00';3
2;5;'2012-09-17 08:30:00';3
2;12;'2012-09-17 10:00:00';3
2;21;'2012-09-17 12:00:00';3
2;12;'2012-09-17 13:30:00';3
2;0;'2012-09-17 15:00:00';3
2;1;'2012-09-17 18:00:00';3
3;21;'2012-09-17 08:30:00';2
3;22;'2012-09-17 09:30:00';4
3;15;'2012-09-17 12:00:00';2
3;22;'2012-09-17 14:00:00';2
3;16;'2012-09-17 16:30:00';2
3;13;'2012-09-17 17:30:00';2
3;3;'2012-09-17 18:30:00';2
4;7;'2012-09-17 08:00:00';2
4;0;'2012-09-17 09:30:00';2
4;0;'2012-09-17 11:00:00';4
4;10;'2012-09-17 13:00:00';2
4;20;'2012-09-17 14:30:00';2
4;16;'2012-09-17 15:30:00';2
4;0;'2012-09-17 16:30:00';2
4;5;'2012-09-17 17:30:00';2
4;14;'2012-09-17 18:30:00';2
4;0;'2012-09-17 19:30:00';2
5;0;'2012-09-17 12:00:00';2
5;24;'2012-09-17 15:00:00';2
6;0;'2012-09-17 08:00:00';4
6;0;'2012-09-17 10:30:00';4
6;5;'2012-09-17 12:30:00';2
6;0;'2012-09-17 13:30:00';2
6;0;'2012-09-17 15:00:00';8
7;10;'2012-09-17 08:00:00';2
7;21;'2012-09-17 10:00:00';2
7;17;'2012-09-17 11:00:00';2
7;15;'2012-09-17 14:00:00';2
7;0;'2012-09-17 15:00:00';2
7;22;'2012-09-17 16:30:00';2
7;20;'2012-09-17 18:30:00';2
7;1;'2012-09-17 19:30:00';2
8;15;'2012-09-17 09:30:00';1
8;16;'2012-09-17 11:00:00';1
8;0;'2012-09-17 12:00:00';1
8;8;'2012-09-17 12:30:00';1
8;1;'2012-09-17 13:30:00';1
8;11;'2012-09-17 14:00:00';1
8;3;'2012-09-17 15:00:00';1
8;1;'2012-09-17 15:30:00';1
8;2;'2012-09-17 16:00:00';1
8;21;'2012-09-17 16:30:00';1
8;3;'2012-09-17 17:00:00';1
8;21;'2012-09-17 17:30:00';1
8;21;'2012-09-17 19:00:00';1
8;2;'2012-09-17 20:00:00';1
0;28;'2012-09-18 09:00:00';3
0;6;'2012-09-18 10:30:00';3
0;11;'2012-09-18 12:00:00';3
0;16;'2012-09-18 13:30:00';3
0;5;'2012-09-18 16:00:00';3
0;28;'2012-09-18 17:30:00';3
0;14;'2012-09-18 19:00:00';3
1;10;'2012-09-18 08:00:00';3
1;12;'2012-09-18 09:30:00';6
1;0;'2012-09-18 13:30:00';3
1;11;'2012-09-18 16:00:00';3
1;10;'2012-09-18 18:00:00';3
2;16;'2012-09-18 08:00:00';3
2;21;'2012-09-18 10:00:00';3
2;21;'2012-09-18 13:00:00';3
2;1;'2012-09-18 14:30:00';3
2;24;'2012-09-18 16:00:00';3
2;13;'2012-09-18 17:30:00';3
3;3;'2012-09-18 08:00:00';4
3;20;'2012-09-18 10:00:00';2
3;13;'2012-09-18 11:30:00';2
3;3;'2012-09-18 13:00:00';4
3;21;'2012-09-18 17:00:00';2
3;15;'2012-09-18 18:00:00';2
3;3;'2012-09-18 19:30:00';2
4;5;'2012-09-18 08:30:00';2
4;0;'2012-09-18 09:30:00';2
4;13;'2012-09-18 10:30:00';2
4;1;'2012-09-18 11:30:00';2
4;13;'2012-09-18 12:30:00';2
4;0;'2012-09-18 15:00:00';2
4;13;'2012-09-18 16:00:00';2
4;0;'2012-09-18 17:00:00';2
4;4;'2012-09-18 18:00:00';2
4;0;'2012-09-18 19:00:00';2
5;0;'2012-09-18 08:30:00';2
5;0;'2012-09-18 18:00:00';2
6;0;'2012-09-18 08:30:00';2
6;9;'2012-09-18 09:30:00';2
6;0;'2012-09-18 11:00:00';2
6;8;'2012-09-18 14:00:00';2
6;0;'2012-09-18 15:00:00';6
6;0;'2012-09-18 18:30:00';4
7;7;'2012-09-18 10:00:00';2
7;0;'2012-09-18 11:00:00';2
7;27;'2012-09-18 16:00:00';2
7;8;'2012-09-18 18:00:00';2
8;21;'2012-09-18 08:30:00';1
8;15;'2012-09-18 10:00:00';1
8;0;'2012-09-18 10:30:00';1
8;7;'2012-09-18 11:00:00';1
8;3;'2012-09-18 12:00:00';1
8;28;'2012-09-18 13:30:00';1
8;15;'2012-09-18 14:00:00';1
8;4;'2012-09-18 14:30:00';1
8;24;'2012-09-18 15:30:00';1
8;3;'2012-09-18 16:00:00';1
8;21;'2012-09-18 16:30:00';1
8;9;'2012-09-18 17:00:00';1
8;0;'2012-09-18 17:30:00';1
8;3;'2012-09-18 18:00:00';1
8;0;'2012-09-18 19:00:00';1
8;28;'2012-09-18 20:00:00';1
0;16;'2012-09-19 08:00:00';3
0;28;'2012-09-19 09:30:00';3
0;0;'2012-09-19 11:00:00';6
0;28;'2012-09-19 15:00:00';3
0;24;'2012-09-19 16:30:00';3
0;14;'2012-09-19 18:00:00';3
1;0;'2012-09-19 09:30:00';3
1;1;'2012-09-19 11:00:00';3
1;0;'2012-09-19 13:00:00';3
1;4;'2012-09-19 16:00:00';3
1;10;'2012-09-19 18:00:00';3
2;1;'2012-09-19 08:00:00';3
2;16;'2012-09-19 10:00:00';3
2;9;'2012-09-19 11:30:00';3
2;21;'2012-09-19 13:00:00';3
2;29;'2012-09-19 14:30:00';3
2;30;'2012-09-19 17:00:00';3
3;22;'2012-09-19 08:00:00';2
3;15;'2012-09-19 09:30:00';2
3;3;'2012-09-19 10:30:00';2
3;3;'2012-09-19 12:00:00';2
3;2;'2012-09-19 13:00:00';2
3;1;'2012-09-19 16:00:00';2
3;21;'2012-09-19 19:00:00';2
4;20;'2012-09-19 08:00:00';2
4;5;'2012-09-19 09:00:00';2
4;0;'2012-09-19 10:00:00';4
4;5;'2012-09-19 12:00:00';2
4;0;'2012-09-19 13:30:00';6
4;16;'2012-09-19 17:00:00';2
4;0;'2012-09-19 18:00:00';2
4;13;'2012-09-19 19:00:00';2
5;10;'2012-09-19 10:30:00';2
5;7;'2012-09-19 12:30:00';2
5;0;'2012-09-19 13:30:00';2
5;0;'2012-09-19 15:30:00';2
5;0;'2012-09-19 19:30:00';2
6;0;'2012-09-19 08:00:00';2
6;8;'2012-09-19 09:00:00';2
6;14;'2012-09-19 10:00:00';4
6;0;'2012-09-19 12:30:00';2
6;12;'2012-09-19 13:30:00';2
6;0;'2012-09-19 15:00:00';2
6;12;'2012-09-19 16:30:00';2
6;4;'2012-09-19 17:30:00';2
7;10;'2012-09-19 08:00:00';2
7;27;'2012-09-19 09:30:00';2
7;15;'2012-09-19 10:30:00';2
7;4;'2012-09-19 13:00:00';4
7;27;'2012-09-19 15:00:00';2
7;15;'2012-09-19 16:30:00';2
7;6;'2012-09-19 18:00:00';2
8;21;'2012-09-19 08:00:00';1
8;3;'2012-09-19 08:30:00';2
8;29;'2012-09-19 09:30:00';1
8;3;'2012-09-19 10:00:00';1
8;12;'2012-09-19 10:30:00';1
8;30;'2012-09-19 11:30:00';1
8;28;'2012-09-19 12:00:00';1
8;29;'2012-09-19 12:30:00';1
8;24;'2012-09-19 13:30:00';1
8;29;'2012-09-19 14:00:00';1
8;16;'2012-09-19 14:30:00';2
8;22;'2012-09-19 17:30:00';1
8;29;'2012-09-19 18:00:00';1
8;3;'2012-09-19 18:30:00';1
8;8;'2012-09-19 19:00:00';1
8;15;'2012-09-19 19:30:00';1
0;14;'2012-09-20 08:00:00';3
0;0;'2012-09-20 09:30:00';6
0;0;'2012-09-20 13:00:00';3
0;17;'2012-09-20 15:30:00';3
0;26;'2012-09-20 17:00:00';3
0;5;'2012-09-20 18:30:00';3
1;11;'2012-09-20 08:30:00';3
1;10;'2012-09-20 10:30:00';3
1;30;'2012-09-20 12:30:00';3
1;10;'2012-09-20 14:00:00';3
1;9;'2012-09-20 16:00:00';3
1;0;'2012-09-20 17:30:00';3
1;24;'2012-09-20 19:00:00';3
2;21;'2012-09-20 08:00:00';6
2;0;'2012-09-20 11:00:00';3
2;14;'2012-09-20 12:30:00';3
2;1;'2012-09-20 14:00:00';3
2;2;'2012-09-20 15:30:00';3
2;14;'2012-09-20 17:30:00';3
3;1;'2012-09-20 09:30:00';2
3;21;'2012-09-20 15:00:00';2
3;30;'2012-09-20 18:30:00';4
4;0;'2012-09-20 08:00:00';2
4;14;'2012-09-20 09:30:00';2
4;0;'2012-09-20 10:30:00';4
4;3;'2012-09-20 12:30:00';4
4;0;'2012-09-20 15:00:00';2
4;0;'2012-09-20 16:30:00';2
4;20;'2012-09-20 18:00:00';2
4;8;'2012-09-20 19:30:00';2
5;0;'2012-09-20 11:00:00';2
5;0;'2012-09-20 13:30:00';2
5;0;'2012-09-20 16:30:00';2
5;0;'2012-09-20 18:30:00';2
6;6;'2012-09-20 08:00:00';2
6;0;'2012-09-20 09:30:00';6
6;0;'2012-09-20 14:00:00';2
6;28;'2012-09-20 15:30:00';2
7;0;'2012-09-20 08:30:00';2
7;24;'2012-09-20 09:30:00';2
7;9;'2012-09-20 13:00:00';2
7;8;'2012-09-20 14:00:00';2
7;4;'2012-09-20 15:00:00';2
7;22;'2012-09-20 16:00:00';2
7;15;'2012-09-20 17:30:00';2
7;8;'2012-09-20 18:30:00';2
7;33;'2012-09-20 19:30:00';2
8;33;'2012-09-20 08:00:00';1
8;24;'2012-09-20 08:30:00';1
8;20;'2012-09-20 09:00:00';1
8;3;'2012-09-20 10:00:00';1
8;20;'2012-09-20 10:30:00';1
8;24;'2012-09-20 11:00:00';1
8;28;'2012-09-20 11:30:00';1
8;3;'2012-09-20 12:00:00';1
8;33;'2012-09-20 12:30:00';1
8;16;'2012-09-20 13:00:00';1
8;21;'2012-09-20 13:30:00';1
8;28;'2012-09-20 14:00:00';1
8;3;'2012-09-20 16:00:00';1
8;0;'2012-09-20 19:00:00';2
8;16;'2012-09-20 20:00:00';1
0;26;'2012-09-21 08:00:00';3
0;11;'2012-09-21 09:30:00';3
0;22;'2012-09-21 12:00:00';3
0;16;'2012-09-21 13:30:00';3
0;5;'2012-09-21 15:30:00';3
0;17;'2012-09-21 17:00:00';6
1;12;'2012-09-21 08:00:00';3
1;16;'2012-09-21 10:00:00';3
1;1;'2012-09-21 11:30:00';3
1;9;'2012-09-21 14:00:00';3
1;10;'2012-09-21 16:00:00';3
1;27;'2012-09-21 18:00:00';3
2;9;'2012-09-21 09:00:00';3
2;21;'2012-09-21 10:30:00';3
2;9;'2012-09-21 12:00:00';3
2;0;'2012-09-21 14:00:00';6
3;29;'2012-09-21 09:00:00';2
3;30;'2012-09-21 10:00:00';2
3;2;'2012-09-21 11:00:00';2
3;20;'2012-09-21 13:00:00';2
3;21;'2012-09-21 14:00:00';2
3;4;'2012-09-21 15:30:00';2
3;30;'2012-09-21 16:30:00';2
3;29;'2012-09-21 18:30:00';2
3;1;'2012-09-21 19:30:00';2
4;16;'2012-09-21 08:30:00';2
4;14;'2012-09-21 09:30:00';2
4;0;'2012-09-21 10:30:00';2
4;8;'2012-09-21 11:30:00';2
4;0;'2012-09-21 13:00:00';2
4;14;'2012-09-21 14:30:00';2
4;0;'2012-09-21 15:30:00';2
4;9;'2012-09-21 16:30:00';2
4;1;'2012-09-21 17:30:00';2
4;3;'2012-09-21 18:30:00';2
4;20;'2012-09-21 19:30:00';2
5;15;'2012-09-21 12:00:00';2
5;0;'2012-09-21 17:30:00';2
6;0;'2012-09-21 09:30:00';2
6;13;'2012-09-21 10:30:00';2
6;0;'2012-09-21 11:30:00';4
6;0;'2012-09-21 14:00:00';2
6;12;'2012-09-21 15:30:00';2
6;12;'2012-09-21 17:30:00';2
6;14;'2012-09-21 18:30:00';4
7;21;'2012-09-21 08:30:00';2
7;5;'2012-09-21 09:30:00';2
7;10;'2012-09-21 11:30:00';2
7;24;'2012-09-21 13:00:00';2
7;4;'2012-09-21 14:30:00';2
7;24;'2012-09-21 16:00:00';2
7;13;'2012-09-21 17:00:00';2
7;5;'2012-09-21 19:00:00';2
8;33;'2012-09-21 08:30:00';2
8;21;'2012-09-21 09:30:00';2
8;28;'2012-09-21 10:30:00';1
8;3;'2012-09-21 11:00:00';1
8;29;'2012-09-21 12:30:00';1
8;12;'2012-09-21 13:00:00';1
8;28;'2012-09-21 14:00:00';1
8;29;'2012-09-21 14:30:00';1
8;6;'2012-09-21 15:00:00';1
8;3;'2012-09-21 16:00:00';1
8;15;'2012-09-21 16:30:00';1
8;8;'2012-09-21 17:00:00';1
8;29;'2012-09-21 18:00:00';1
8;33;'2012-09-21 18:30:00';1
8;30;'2012-09-21 19:00:00';1
8;3;'2012-09-21 19:30:00';1
0;0;'2012-09-22 08:30:00';3
0;11;'2012-09-22 10:00:00';6
0;0;'2012-09-22 13:00:00';3
0;6;'2012-09-22 15:00:00';3
0;14;'2012-09-22 16:30:00';3
0;10;'2012-09-22 18:00:00';3
1;5;'2012-09-22 09:00:00';3
1;10;'2012-09-22 11:00:00';3
1;8;'2012-09-22 12:30:00';3
1;15;'2012-09-22 14:00:00';3
1;12;'2012-09-22 16:00:00';3
1;0;'2012-09-22 17:30:00';3
2;24;'2012-09-22 08:00:00';3
2;0;'2012-09-22 09:30:00';3
2;1;'2012-09-22 11:30:00';3
2;2;'2012-09-22 13:30:00';3
2;1;'2012-09-22 15:30:00';3
2;24;'2012-09-22 17:00:00';3
3;29;'2012-09-22 08:30:00';2
3;20;'2012-09-22 11:00:00';2
3;21;'2012-09-22 13:00:00';2
3;30;'2012-09-22 16:30:00';2
3;22;'2012-09-22 18:30:00';4
4;0;'2012-09-22 08:00:00';2
4;14;'2012-09-22 09:00:00';2
4;7;'2012-09-22 10:00:00';2
4;0;'2012-09-22 11:00:00';2
4;24;'2012-09-22 12:00:00';2
4;0;'2012-09-22 13:00:00';2
4;16;'2012-09-22 14:00:00';2
4;0;'2012-09-22 15:00:00';8
4;2;'2012-09-22 19:00:00';2
5;0;'2012-09-22 12:30:00';2
6;6;'2012-09-22 09:00:00';2
6;0;'2012-09-22 10:30:00';2
6;4;'2012-09-22 11:30:00';2
6;12;'2012-09-22 12:30:00';2
6;0;'2012-09-22 13:30:00';2
6;8;'2012-09-22 14:30:00';2
6;0;'2012-09-22 15:30:00';4
6;12;'2012-09-22 17:30:00';2
7;10;'2012-09-22 08:00:00';2
7;4;'2012-09-22 09:30:00';2
7;27;'2012-09-22 11:00:00';2
7;4;'2012-09-22 13:00:00';2
7;30;'2012-09-22 15:00:00';2
7;33;'2012-09-22 16:00:00';2
7;17;'2012-09-22 18:00:00';2
7;27;'2012-09-22 19:00:00';2
8;22;'2012-09-22 08:00:00';1
8;28;'2012-09-22 08:30:00';1
8;17;'2012-09-22 09:30:00';1
8;21;'2012-09-22 10:00:00';1
8;21;'2012-09-22 11:30:00';1
8;22;'2012-09-22 12:00:00';1
8;29;'2012-09-22 13:30:00';1
8;24;'2012-09-22 15:30:00';1
8;3;'2012-09-22 16:30:00';1
8;28;'2012-09-22 17:00:00';1
8;3;'2012-09-22 18:30:00';2
8;21;'2012-09-22 19:30:00';1
8;11;'2012-09-22 20:00:00';1
0;7;'2012-09-23 08:00:00';3
0;10;'2012-09-23 09:30:00';3
0;15;'2012-09-23 11:00:00';3
